Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
7426,35.0,chennai,1.0,1,-1,2,0,-1,-1,2.0,"PMS ENCLAVE, CAMP ROAD,SELAIYUR, CHENNAI Chennai",664.0,2.0,0,0,0,0,0
7427,95.0,chennai,0.0,1,90,2,0,-1,0,2.0,T Nagar,1000.0,0.0,0,0,0,0,0
7428,125.0,chennai,0.3333333333333333,-1,-1,2,0,-1,-1,3.0,Burkit Road,1004.0,1.0,0,0,0,0,0
7429,54.5,chennai,0.6666666666666666,0,0,2,1,1,0,2.0,Sembakkam,800.0,2.0,1,0,1,0,0
7430,45.0,chennai,1.0,1,180,2,2,1,0,2.0,Sri Vasantham Apartment Medavakkam,908.0,2.0,0,1,0,0,0
7431,,chennai,1.0,0,90,1,0,1,0,1.0,Ambattur,490.0,3.0,0,0,1,0,0
7432,290.0,chennai,0.6,1,180,5,0,1,-1,4.0,Osian Chlorophyll Porur,3440.0,6.0,0,0,0,0,0
7433,58.1,chennai,0.6666666666666666,0,90,2,1,1,0,2.0,MM Flats Kovilambakkam,922.0,2.0,1,0,1,0,0
7434,52.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1200.0,,0,0,1,0,0
7435,189.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1264.0,,0,0,1,0,0
7436,68.0,chennai,0.25,0,90,2,3,-1,0,2.0,Kodambakkam,780.0,1.0,0,0,1,0,0
7437,40.0,chennai,0.3333333333333333,0,90,2,1,-1,0,2.0,Vandalur,760.0,1.0,0,0,1,0,0
7438,69.0,chennai,0.6,0,0,3,1,1,0,3.0,Vanagaram,1068.0,3.0,1,1,0,0,0
7439,292.0,chennai,1.0,0,-1,3,0,1,0,3.0,Urapakkam,1296.0,4.0,0,0,0,0,0
7440,80.0,chennai,0.25,2,-1,3,2,-1,-1,3.0,Jain Sudarsana Rajakilpakkam,1160.0,1.0,0,0,0,0,0
7441,42.0,chennai,0.6666666666666666,1,180,2,2,-1,0,2.0,Optima Ace Ambattur,780.0,2.0,0,0,1,0,0
7442,150.0,chennai,1.0,1,45,4,2,1,0,4.0,Pacifica Aurum Villas Padur,1450.0,4.0,1,1,1,0,1
7443,40.0,chennai,0.6666666666666666,1,0,2,1,-1,0,2.0,Maha Amogha Madhavaram,606.4,2.0,0,0,1,0,0
7444,500.0,chennai,0.7368421052631579,1,90,5,2,1,0,5.0,Thoraipakkam,2800.0,14.0,0,0,1,0,0
7445,53.0,chennai,1.0,0,270,2,0,-1,0,2.0,Peravallur,689.6,2.0,0,0,0,0,0
7446,80.0,chennai,0.5,1,-1,3,0,-1,-1,3.0,Dugar Sky City Vanagaram,1264.8,2.0,0,0,0,0,0
7447,54.0,chennai,1.0,1,270,2,1,1,0,2.0,Bollineni Hillside Phase II Sholinganallur,824.0,4.0,0,1,0,0,0
7448,52.0,chennai,0.9285714285714286,-1,-1,3,0,-1,-1,3.0,Senganmal,1120.0,13.0,0,0,0,0,0
7449,43.0,chennai,0.0,1,270,2,0,-1,0,2.0,Perambur,580.0,0.0,0,0,0,0,0
7450,250.0,chennai,0.9473684210526315,0,0,3,3,0,0,3.0,Appaswamy Capella Vadapalani,1831.0,18.0,0,0,1,0,1
7451,60.0,chennai,0.2,1,-1,3,2,-1,-1,3.0,Iris Court Grand Southern Trunk Road,1060.0,1.0,0,0,0,0,0
7452,72.0,chennai,1.0,2,270,3,2,-1,-1,3.0,Symphony Padur,1012.8,13.0,0,1,0,0,1
7453,75.0,chennai,1.0,1,270,2,1,-1,0,3.0,Nest Charm Medavakkam,1235.0,2.0,0,0,0,0,0
7454,140.0,chennai,0.5,1,0,2,3,-1,0,3.0,Adyar,1130.0,2.0,0,1,0,0,0
7455,349.0,chennai,0.5555555555555556,1,0,3,3,1,0,3.0,Appaswamy Capella Arcot Road,1464.8,10.0,0,1,0,0,0
7456,35.0,chennai,1.0,1,-1,2,0,-1,-1,2.0,"PMS ENCLAVE, CAMP ROAD,SELAIYUR, CHENNAI Chennai",664.0,2.0,0,0,0,0,0
7457,95.0,chennai,0.0,1,90,2,0,-1,0,2.0,T Nagar,1000.0,0.0,0,0,0,0,0
7458,125.0,chennai,0.3333333333333333,-1,-1,2,0,-1,-1,3.0,Burkit Road,1004.0,1.0,0,0,0,0,0
7459,54.5,chennai,0.6666666666666666,0,0,2,1,1,0,2.0,Sembakkam,800.0,2.0,1,0,1,0,0
7460,45.0,chennai,1.0,1,180,2,2,1,0,2.0,Sri Vasantham Apartment Medavakkam,908.0,2.0,0,1,0,0,0
7461,,chennai,1.0,0,90,1,0,1,0,1.0,Ambattur,490.0,3.0,0,0,1,0,0
7462,290.0,chennai,0.6,1,180,5,0,1,-1,4.0,Osian Chlorophyll Porur,3440.0,6.0,0,0,0,0,0
7463,58.1,chennai,0.6666666666666666,0,90,2,1,1,0,2.0,MM Flats Kovilambakkam,922.0,2.0,1,0,1,0,0
7464,52.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1200.0,,0,0,1,0,0
7465,189.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1264.0,,0,0,1,0,0
7466,68.0,chennai,0.25,0,90,2,3,-1,0,2.0,Kodambakkam,780.0,1.0,0,0,1,0,0
7467,40.0,chennai,0.3333333333333333,0,90,2,1,-1,0,2.0,Vandalur,760.0,1.0,0,0,1,0,0
7468,69.0,chennai,0.6,0,0,3,1,1,0,3.0,Vanagaram,1068.0,3.0,1,1,0,0,0
7469,292.0,chennai,1.0,0,-1,3,0,1,0,3.0,Urapakkam,1296.0,4.0,0,0,0,0,0
7470,80.0,chennai,0.25,2,-1,3,2,-1,-1,3.0,Jain Sudarsana Rajakilpakkam,1160.0,1.0,0,0,0,0,0
7471,42.0,chennai,0.6666666666666666,1,180,2,2,-1,0,2.0,Optima Ace Ambattur,780.0,2.0,0,0,1,0,0
7472,150.0,chennai,1.0,1,45,4,2,1,0,4.0,Pacifica Aurum Villas Padur,1450.0,4.0,1,1,1,0,1
7473,40.0,chennai,0.6666666666666666,1,0,2,1,-1,0,2.0,Maha Amogha Madhavaram,606.4,2.0,0,0,1,0,0
7474,500.0,chennai,0.7368421052631579,1,90,5,2,1,0,5.0,Thoraipakkam,2800.0,14.0,0,0,1,0,0
7475,53.0,chennai,1.0,0,270,2,0,-1,0,2.0,Peravallur,689.6,2.0,0,0,0,0,0
7476,80.0,chennai,0.5,1,-1,3,0,-1,-1,3.0,Dugar Sky City Vanagaram,1264.8,2.0,0,0,0,0,0
7477,54.0,chennai,1.0,1,270,2,1,1,0,2.0,Bollineni Hillside Phase II Sholinganallur,824.0,4.0,0,1,0,0,0
7478,52.0,chennai,0.9285714285714286,-1,-1,3,0,-1,-1,3.0,Senganmal,1120.0,13.0,0,0,0,0,0
7479,43.0,chennai,0.0,1,270,2,0,-1,0,2.0,Perambur,580.0,0.0,0,0,0,0,0
7480,250.0,chennai,0.9473684210526315,0,0,3,3,0,0,3.0,Appaswamy Capella Vadapalani,1831.0,18.0,0,0,1,0,1
7481,60.0,chennai,0.2,1,-1,3,2,-1,-1,3.0,Iris Court Grand Southern Trunk Road,1060.0,1.0,0,0,0,0,0
7482,72.0,chennai,1.0,2,270,3,2,-1,-1,3.0,Symphony Padur,1012.8,13.0,0,1,0,0,1
7483,75.0,chennai,1.0,1,270,2,1,-1,0,3.0,Nest Charm Medavakkam,1235.0,2.0,0,0,0,0,0
7484,140.0,chennai,0.5,1,0,2,3,-1,0,3.0,Adyar,1130.0,2.0,0,1,0,0,0
7485,349.0,chennai,0.5555555555555556,1,0,3,3,1,0,3.0,Appaswamy Capella Arcot Road,1464.8,10.0,0,1,0,0,0
7486,35.0,chennai,1.0,1,-1,2,0,-1,-1,2.0,"PMS ENCLAVE, CAMP ROAD,SELAIYUR, CHENNAI Chennai",664.0,2.0,0,0,0,0,0
7487,95.0,chennai,0.0,1,90,2,0,-1,0,2.0,T Nagar,1000.0,0.0,0,0,0,0,0
7488,125.0,chennai,0.3333333333333333,-1,-1,2,0,-1,-1,3.0,Burkit Road,1004.0,1.0,0,0,0,0,0
7489,54.5,chennai,0.6666666666666666,0,0,2,1,1,0,2.0,Sembakkam,800.0,2.0,1,0,1,0,0
7490,45.0,chennai,1.0,1,180,2,2,1,0,2.0,Sri Vasantham Apartment Medavakkam,908.0,2.0,0,1,0,0,0
7491,,chennai,1.0,0,90,1,0,1,0,1.0,Ambattur,490.0,3.0,0,0,1,0,0
7492,290.0,chennai,0.6,1,180,5,0,1,-1,4.0,Osian Chlorophyll Porur,3440.0,6.0,0,0,0,0,0
7493,58.1,chennai,0.6666666666666666,0,90,2,1,1,0,2.0,MM Flats Kovilambakkam,922.0,2.0,1,0,1,0,0
7494,52.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1200.0,,0,0,1,0,0
7495,189.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1264.0,,0,0,1,0,0
7496,68.0,chennai,0.25,0,90,2,3,-1,0,2.0,Kodambakkam,780.0,1.0,0,0,1,0,0
