Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
237,,ranchi,0.5,0,135,2,3,1,0,3.0,Morabadi,1650.0,2.0,0,1,0,0,0
238,72.0,ranchi,0.375,2,-1,2,2,-1,-1,3.0,Pitamber Residency Buti More,1120.0,3.0,0,0,0,0,0
239,53.0,ranchi,0.25,1,90,2,2,1,0,3.0,Morabadi,1300.0,1.0,0,0,1,0,0
240,58.0,ranchi,0.75,1,-1,2,0,-1,-1,3.0,I.O.B. Officer Green Valley Singh More,1120.0,3.0,0,0,0,0,0
241,45.0,ranchi,0.6666666666666666,0,-1,2,2,-1,-1,2.0,Singh More,864.0,2.0,0,0,0,0,0
242,56.7,ranchi,0.75,1,135,2,3,1,0,3.0,Dhurwa,1080.0,3.0,1,1,0,0,0
243,75.0,ranchi,,-1,-1,0,0,1,0,3.0,Pitamber Residency Buti More,1118.4,,0,1,0,0,0
244,45.0,ranchi,0.4,1,90,1,2,1,0,2.0,Lalpur,1050.0,2.0,0,1,1,0,0
245,58.0,ranchi,0.25,0,90,2,2,1,0,3.0,Krishna Kunj Bariatu Road,1150.0,1.0,1,0,0,0,0
246,50.0,ranchi,0.5555555555555556,0,90,2,2,1,0,2.0,Kantatoli,1000.0,5.0,0,1,1,0,0
247,40.0,ranchi,0.6666666666666666,0,90,2,2,1,0,2.0,Kokar,1040.0,2.0,0,0,0,0,0
248,75.0,ranchi,0.3333333333333333,0,-1,2,3,1,-1,3.0,Bariatu Road,1600.0,1.0,0,0,0,0,0
249,60.0,ranchi,0.5,0,45,2,2,1,0,3.0,Lalpur,1136.0,2.0,0,0,0,0,0
250,49.0,ranchi,0.25,1,-1,2,0,-1,-1,3.0,Devi Kripa Ahirtoli,1092.0,1.0,0,0,0,0,0
251,34.0,ranchi,1.0,1,-1,2,0,-1,-1,2.0,Birsa Chowk,748.0,3.0,0,0,0,0,0
252,68.2,ranchi,0.1111111111111111,1,90,2,3,1,0,3.0,Argora,1240.0,1.0,1,1,1,0,0
253,64.0,ranchi,0.8,1,-1,3,3,-1,-1,3.0,Shree Sai Residency Bariatu Road,1400.0,8.0,0,0,0,0,0
254,55.0,ranchi,0.6,1,45,2,2,1,0,2.0,Adalhatu,1000.0,3.0,0,0,1,0,0
255,45.0,ranchi,0.75,1,90,2,1,1,-1,3.0,North Office Para,824.0,3.0,0,1,0,0,0
256,79.2,ranchi,0.3333333333333333,0,90,3,3,1,0,3.0,Lalpur,1005.0,2.0,0,0,0,0,0
257,72.0,ranchi,0.5,2,-1,2,2,-1,0,3.0,Kusai,1100.0,2.0,0,0,0,0,0
258,82.1,ranchi,0.5,0,90,2,2,1,0,3.0,Hinoo,1350.0,2.0,1,0,1,0,0
259,50.0,ranchi,1.0,0,45,2,2,1,0,2.0,North Office Para,950.0,2.0,0,0,0,0,0
260,75.0,ranchi,0.3333333333333333,2,-1,2,2,-1,-1,3.0,Patel Nagar Ranchi,1208.0,1.0,0,0,0,0,0
261,55.0,ranchi,0.6666666666666666,1,-1,2,2,-1,-1,3.0,nr DAV school Ranchi,1040.0,2.0,0,0,0,0,0
262,52.0,ranchi,0.5,1,90,2,2,1,0,3.0,Doranda,958.0,2.0,0,0,1,0,0
263,50.6,ranchi,0.5555555555555556,1,90,2,1,1,0,2.0,Argora,920.0,5.0,1,1,1,0,0
264,65.0,ranchi,0.8333333333333334,0,180,2,2,1,0,3.0,Lalpur,1429.0,5.0,0,1,1,0,0
265,47.3,ranchi,0.25,0,45,2,3,1,0,3.0,Argora,1050.0,1.0,1,0,0,0,0
