Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
8113,60.0,hyderabad,0.6666666666666666,0,-1,2,2,-1,-1,3.0,"Kollur, Outer Ring Road",1200.0,10.0,0,0,0,0,0
8114,67.9,hyderabad,0.4,0,90,2,0,-1,-1,2.0,"Alkapur Township, Manikonda, Outer Ring Road",880.0,2.0,0,0,1,0,0
8115,52.0,hyderabad,,-1,-1,0,0,-1,-1,2.0,ELV Glory Heights Bandlaguda Jagir,772.0,,0,0,0,0,0
8116,114.0,hyderabad,0.8,1,-1,3,0,-1,-1,3.0,"Incor Bonsai Homes Tellapur, Outer Ring Road",1512.8,4.0,0,0,0,0,0
8117,576.0,hyderabad,,0,-1,3,0,1,0,3.0,Mailardevpally,1360.0,,1,0,0,0,0
8118,47.8,hyderabad,0.6,0,-1,2,1,-1,-1,3.0,"Sivah Chapter One Kukatpally, NH 9",956.0,3.0,1,0,0,0,0
8119,35.0,hyderabad,1.0,0,270,2,1,-1,0,2.0,North Lalaguda,770.0,2.0,0,0,0,0,0
8120,398.0,hyderabad,0.5,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,2.0,1,1,0,0,0
8121,55.0,hyderabad,0.5,0,-1,2,0,-1,-1,2.0,"BK Guda, Sanjeeva Reddy Nagar, NH 9",950.0,1.0,0,0,0,0,0
8122,56.0,hyderabad,0.5,0,-1,2,1,-1,-1,2.0,Saket Kosala Kapra,960.0,2.0,0,0,0,0,0
8123,,hyderabad,0.6,2,180,3,3,-1,0,3.0,Puppalguda Puppalguda,1175.0,3.0,0,0,0,0,0
8124,140.0,hyderabad,0.4,1,90,3,2,-1,0,3.0,Manikonda Jagir,1700.0,2.0,0,0,1,0,0
8125,158.0,hyderabad,0.1,0,90,3,1,1,0,3.0,"Lansum Eden Gardens CMC Enclave, Kondapur",1323.0,1.0,1,1,1,0,0
8126,69.0,hyderabad,1.0,2,90,2,1,1,0,2.0,Sanjanas Courtyard Kandlakoya,956.0,5.0,0,1,0,0,0
8127,,hyderabad,0.4,1,-1,3,0,-1,-1,2.0,Seethaphalmandi,720.0,2.0,0,0,0,0,0
8128,68.1,hyderabad,0.4,0,270,2,2,1,0,2.0,NLC Aadya Ameenpur,233.0,2.0,1,0,1,0,0
8129,60.0,hyderabad,0.4444444444444444,1,270,2,0,1,0,2.0,VSS Nandadeep Bowenpally,1000.0,4.0,0,0,1,0,0
8130,47.0,hyderabad,0.2,0,90,2,1,-1,0,2.0,Parijatha Pride Shamirpet,1000.0,1.0,0,0,1,0,1
8131,240.0,hyderabad,0.6153846153846154,0,90,3,1,1,0,3.0,SMR Vinay Iconia Kondapur,1830.0,16.0,1,1,1,0,0
8132,398.0,hyderabad,0.75,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,3.0,1,1,0,0,0
8133,630.0,hyderabad,0.3428571428571429,2,270,4,2,1,0,3.0,My Home Bhooja Hitech City,2076.0,12.0,0,1,1,0,1
8134,40.0,hyderabad,1.0,0,-1,2,2,1,0,2.0,"Chaitanyapuri, Kothapet",688.0,5.0,0,0,0,0,0
8135,398.0,hyderabad,0.25,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,1.0,1,1,0,0,0
8136,120.0,hyderabad,0.2,1,-1,3,0,-1,-1,3.0,Silpa Park Kondapur,1472.0,1.0,0,1,0,0,0
8137,70.0,hyderabad,0.8333333333333334,1,-1,2,0,-1,-1,2.0,"Hyder Nagar, NH 9",920.0,5.0,0,0,0,0,0
8138,,hyderabad,1.0,1,-1,2,1,-1,-1,2.0,"APHB Singapore Township Ghatkesar, NH 2 2",1136.0,4.0,0,0,0,0,0
8139,81.0,hyderabad,0.6,0,-1,3,1,-1,-1,3.0,SKYLINE RESIDENCY Hyderabad,1000.0,3.0,0,0,0,0,0
8140,107.0,hyderabad,0.8,1,0,3,2,1,0,3.0,Silicon Ridge Attapur,1700.0,4.0,0,1,0,0,0
8141,90.0,hyderabad,0.5,0,-1,3,1,-1,-1,3.0,Saidabad,1602.0,3.0,0,0,0,0,0
8142,93.0,hyderabad,,0,-1,3,0,1,-1,3.0,"Empire Meadows Miyapur, NH 9",1272.0,,1,0,0,0,0
8143,60.0,hyderabad,0.6666666666666666,0,-1,2,2,-1,-1,3.0,"Kollur, Outer Ring Road",1200.0,10.0,0,0,0,0,0
8144,67.9,hyderabad,0.4,0,90,2,0,-1,-1,2.0,"Alkapur Township, Manikonda, Outer Ring Road",880.0,2.0,0,0,1,0,0
8145,52.0,hyderabad,,-1,-1,0,0,-1,-1,2.0,ELV Glory Heights Bandlaguda Jagir,772.0,,0,0,0,0,0
8146,114.0,hyderabad,0.8,1,-1,3,0,-1,-1,3.0,"Incor Bonsai Homes Tellapur, Outer Ring Road",1512.8,4.0,0,0,0,0,0
